iter	Passed	Remaining
1698	86573	117249
1699	86605	117172
1700	86699	117179
1701	86713	117078
1702	86727	116978
1703	86742	116879
1704	86752	116773
1705	86811	116733
1706	86876	116700
1707	86931	116654
1708	86983	116606
1709	87007	116518
1710	87016	116411
1711	87054	116344
1712	87096	116281
1713	87132	116210
1714	87144	116107
1715	87174	116029
1716	87190	115932
1717	87209	115839
1718	87251	115776
1719	87294	115715
1720	87327	115641
1721	87341	115542
1722	87359	115447
1723	87402	115387
1724	87447	115329
1725	87502	115284
1726	87548	115227
1727	87627	115213
1728	87685	115172
1729	87719	115099
1730	87769	115048
1731	87807	114981
1732	87821	114881
1733	87849	114802
1734	87889	114736
1735	87940	114687
1736	87987	114632
1737	88015	114551
1738	88048	114478
1739	88075	114396
1740	88095	114306
1741	88122	114225
1742	88145	114138
1743	88177	114064
1744	88267	114065
1745	88315	114011
1746	88342	113929
1747	88395	113882
1748	88445	113831
1749	88485	113767
1750	88509	113681
1751	88523	113584
1752	88552	113507
1753	88601	113454
1754	88630	113376
1755	88701	113352
1756	88719	113260
1757	88768	113207
1758	88800	113133
1759	88852	113085
1760	88878	113003
1761	88901	112917
1762	88913	112818
1763	88934	112730
1764	88977	112671
1765	89020	112611
1766	89046	112529
1767	89080	112459
1768	89093	112361
1769	89160	112331
1770	89189	112254
1771	89250	112217
1772	89299	112165
1773	89325	112085
1774	89375	112034
1775	89404	111956
1776	89428	111874
1777	89474	111818
1778	89512	111751
1779	89557	111694
1780	89584	111616
1781	89639	111571
1782	89668	111495
1783	89725	111452
1784	89744	111364
1785	89782	111297
1786	89838	111254
1787	89861	111170
1788	89898	111104
1789	89979	111092
1790	90009	111016
1791	90054	110960
1792	90112	110919
1793	90142	110844
1794	90199	110802
1795	90264	110769
1796	90331	110739
1797	90376	110683
1798	90398	110598
1799	90432	110528
1800	90475	110469
1801	90505	110395
1802	90542	110328
1803	90570	110251
1804	90609	110187
1805	90684	110167
1806	90726	110106
1807	90793	110076
1808	90835	110016
1809	90882	109963
1810	90939	109920
1811	90982	109862
1812	91050	109832
1813	91088	109768
1814	91108	109681
1815	91153	109624
1816	91225	109601
1817	91242	109511
1818	91273	109437
1819	91289	109347
1820	91311	109263
1821	91338	109185
1822	91396	109143
1823	91418	109060
1824	91455	108994
1825	91483	108918
1826	91530	108864
1827	91574	108807
1828	91633	108768
1829	91662	108692
1830	91678	108602
1831	91735	108560
1832	91782	108506
1833	91826	108448
1834	91862	108382
1835	91897	108314
1836	91932	108247
1837	91959	108169
1838	91992	108099
1839	92041	108048
1840	92079	107984
1841	92149	107957
1842	92175	107880
1843	92227	107831
1844	92282	107787
1845	92319	107722
1846	92345	107644
1847	92402	107602
1848	92486	107592
1849	92540	107547
1850	92568	107471
1851	92584	107381
1852	92628	107325
1853	92653	107246
1854	92703	107196
1855	92776	107172
1856	92794	107085
1857	92835	107025
1858	92885	106975
1859	92922	106910
1860	92961	106847
1861	93033	106823
1862	93084	106774
1863	93115	106703
1864	93162	106649
1865	93195	106580
1866	93209	106489
1867	93225	106400
1868	93265	106340
1869	93309	106282
1870	93361	106236
1871	93398	106171
1872	93468	106144
1873	93538	106116
1874	93556	106030
1875	93569	105939
1876	93589	105855
1877	93610	105773
1878	93632	105691
1879	93646	105601
1880	93672	105524
1881	93692	105441
1882	93714	105360
1883	93745	105290
1884	93801	105246
1885	93838	105182
1886	93865	105107
1887	93892	105032
1888	93940	104980
1889	93981	104921
1890	94020	104859
1891	94082	104823
1892	94119	104759
1893	94168	104709
1894	94212	104652
1895	94247	104586
1896	94266	104502
1897	94288	104422
1898	94308	104340
1899	94369	104303
1900	94403	104236
1901	94449	104182
1902	94495	104129
1903	94579	104116
1904	94622	104059
1905	94653	103989
1906	94714	103952
1907	94752	103890
1908	94795	103833
1909	94875	103816
1910	94904	103744
1911	94963	103705
1912	95060	103706
1913	95105	103652
1914	95147	103594
1915	95193	103540
1916	95220	103465
1917	95278	103425
1918	95327	103375
1919	95374	103322
1920	95424	103273
1921	95464	103213
1922	95511	103159
1923	95549	103098
1924	95564	103011
1925	95592	102937
1926	95617	102861
1927	95629	102771
1928	95643	102683
1929	95700	102642
1930	95718	102558
1931	95737	102476
1932	95776	102416
1933	95839	102380
1934	95900	102343
1935	95950	102294
1936	96010	102255
1937	96078	102225
1938	96110	102157
1939	96150	102097
1940	96165	102011
1941	96205	101952
1942	96254	101902
1943	96303	101851
1944	96332	101780
1945	96369	101717
1946	96408	101656
1947	96463	101613
1948	96514	101565
1949	96553	101504
1950	96587	101439
1951	96619	101371
1952	96639	101291
1953	96687	101239
1954	96729	101182
1955	96755	101108
1956	96793	101047
1957	96839	100994
1958	96884	100939
1959	96949	100906
1960	96984	100842
1961	97067	100827
1962	97105	100765
1963	97152	100714
1964	97191	100653
1965	97245	100609
1966	97306	100571
1967	97361	100527
1968	97398	100465
1969	97413	100380
1970	97427	100294
1971	97442	100210
1972	97457	100124
1973	97473	100041
1974	97514	99983
1975	97577	99947
1976	97599	99870
1977	97612	99784
1978	97630	99702
1979	97649	99622
1980	97670	99543
1981	97696	99470
1982	97728	99404
1983	97753	99329
1984	97768	99245
1985	97782	99161
1986	97799	99079
1987	97831	99012
1988	97866	98948
1989	97916	98900
1990	97973	98859
1991	98027	98815
1992	98057	98746
1993	98093	98684
1994	98131	98623
1995	98176	98569
1996	98213	98508
1997	98239	98436
1998	98282	98380
1999	98310	98310
2000	98378	98279
2001	98431	98234
2002	98473	98178
2003	98486	98093
2004	98500	98009
2005	98535	97946
2006	98588	97900
2007	98635	97849
2008	98673	97789
2009	98717	97735
2010	98763	97682
2011	98814	97635
2012	98873	97596
2013	98909	97533
2014	98952	97479
2015	98965	97394
2016	98979	97311
2017	98997	97231
2018	99043	97179
2019	99083	97121
2020	99126	97066
2021	99140	96983
2022	99170	96915
2023	99207	96855
2024	99233	96783
2025	99263	96715
2026	99308	96663
2027	99350	96607
2028	99380	96539
2029	99411	96473
2030	99425	96390
2031	99439	96308
2032	99480	96251
2033	99561	96232
2034	99598	96172
2035	99682	96157
2036	99712	96090
2037	99756	96036
2038	99791	95973
2039	99828	95913
2040	99845	95834
2041	99864	95756
2042	99890	95685
2043	99912	95610
2044	99943	95544
2045	99961	95466
2046	99982	95391
2047	100023	95334
2048	100062	95276
2049	100131	95246
2050	100154	95173
2051	100179	95102
2052	100219	95044
2053	100278	95005
2054	100293	94924
2055	100355	94888
2056	100376	94813
2057	100403	94744
2058	100429	94673
2059	100469	94616
2060	100485	94536
2061	100521	94476
2062	100597	94452
2063	100638	94397
2064	100700	94360
2065	100735	94299
2066	100784	94251
2067	100815	94185
2068	100879	94151
2069	100928	94102
2070	100967	94044
2071	101025	94004
2072	101073	93954
2073	101144	93926
2074	101209	93893
2075	101263	93849
2076	101328	93815
2077	101387	93776
2078	101406	93700
2079	101451	93647
2080	101524	93621
2081	101592	93589
2082	101643	93543
2083	101711	93512
2084	101746	93451
2085	101769	93377
2086	101785	93299
2087	101803	93222
2088	101823	93147
2089	101842	93071
2090	101877	93009
2091	101901	92939
2092	101944	92884
2093	101998	92841
2094	102025	92772
2095	102083	92732
2096	102104	92658
2097	102117	92577
2098	102131	92497
2099	102162	92432
2100	102233	92404
2101	102293	92366
2102	102338	92313
2103	102396	92273
2104	102478	92255
2105	102507	92188
2106	102526	92113
2107	102554	92046
2108	102608	92002
2109	102633	91932
2110	102668	91871
2111	102733	91837
2112	102754	91763
2113	102772	91688
2114	102823	91641
2115	102855	91578
2116	102902	91528
2117	102933	91463
2118	102975	91409
2119	103005	91344
2120	103073	91313
2121	103095	91241
2122	103130	91180
2123	103185	91137
2124	103246	91100
2125	103293	91049
2126	103350	91008
2127	103425	90983
2128	103446	90910
2129	103480	90848
2130	103499	90774
2131	103554	90731
2132	103599	90679
2133	103642	90626
2134	103699	90585
2135	103752	90540
2136	103775	90469
2137	103801	90401
2138	103835	90340
2139	103861	90272
2140	103879	90196
2141	103894	90119
2142	103907	90040
2143	103923	89963
2144	103952	89898
2145	104021	89867
2146	104037	89791
2147	104053	89714
2148	104063	89633
2149	104075	89553
2150	104103	89487
2151	104130	89420
2152	104212	89400
2153	104233	89329
2154	104256	89258
2155	104286	89194
2156	104342	89153
2157	104381	89096
2158	104395	89019
2159	104444	88971
2160	104492	88922
2161	104532	88867
2162	104548	88791
2163	104561	88713
2164	104574	88635
2165	104604	88570
2166	104662	88531
2167	104705	88478
2168	104735	88414
2169	104766	88351
2170	104802	88293
2171	104852	88246
2172	104881	88181
2173	104931	88134
2174	104957	88067
2175	104986	88003
2176	105008	87933
2177	105019	87853
2178	105036	87779
2179	105059	87710
2180	105096	87652
2181	105118	87582
2182	105188	87552
2183	105243	87510
2184	105284	87455
2185	105325	87402
2186	105379	87358
2187	105421	87305
2188	105435	87228
2189	105449	87152
2190	105466	87078
2191	105480	87001
2192	105512	86940
2193	105548	86882
2194	105562	86806
2195	105596	86747
2196	105667	86717
2197	105736	86686
2198	105806	86656
2199	105821	86581
2200	105835	86505
2201	105847	86427
2202	105857	86348
2203	105874	86274
2204	105892	86202
2205	105920	86138
2206	105973	86094
2207	105995	86025
2208	106029	85966
2209	106062	85905
2210	106157	85895
2211	106179	85826
2212	106239	85788
2213	106267	85724
2214	106282	85649
2215	106311	85586
2216	106332	85516
2217	106369	85460
2218	106394	85393
2219	106447	85349
2220	106485	85293
2221	106502	85221
2222	106526	85154
2223	106544	85082
2224	106600	85040
2225	106640	84986
2226	106678	84930
2227	106694	84857
2228	106715	84788
2229	106755	84734
2230	106789	84675
2231	106816	84610
2232	106851	84552
2233	106876	84487
2234	106919	84435
2235	106939	84365
2236	107030	84351
2237	107044	84277
2238	107059	84203
2239	107072	84128
2240	107092	84058
2241	107124	83998
2242	107173	83951
2243	107214	83898
2244	107247	83839
2245	107266	83769
2246	107285	83698
2247	107314	83636
2248	107334	83567
2249	107386	83522
2250	107436	83477
2251	107461	83411
2252	107511	83365
2253	107535	83299
2254	107557	83231
2255	107577	83162
2256	107615	83107
2257	107635	83038
2258	107651	82966
2259	107683	82906
2260	107699	82834
2261	107719	82765
2262	107758	82712
2263	107802	82661
2264	107833	82600
2265	107880	82552
2266	107896	82480
2267	107966	82450
2268	107991	82385
2269	108038	82337
2270	108080	82286
2271	108102	82218
2272	108131	82157
2273	108185	82114
2274	108244	82075
2275	108282	82020
2276	108336	81977
2277	108401	81943
2278	108426	81878
2279	108484	81839
2280	108522	81784
2281	108578	81743
2282	108633	81700
2283	108670	81645
2284	108741	81615
2285	108754	81542
2286	108775	81474
2287	108806	81414
2288	108880	81386
2289	108952	81357
2290	108988	81301
2291	109027	81247
2292	109087	81208
2293	109131	81159
2294	109192	81121
2295	109254	81084
2296	109308	81041
2297	109362	80998
2298	109385	80932
2299	109423	80878
2300	109465	80826
2301	109492	80763
2302	109505	80690
2303	109524	80621
2304	109546	80555
2305	109651	80550
2306	109665	80478
2307	109694	80417
2308	109725	80357
2309	109772	80309
2310	109818	80260
2311	109853	80204
2312	109877	80139
2313	109893	80069
2314	109920	80006
2315	109986	79972
2316	110018	79913
2317	110027	79838
2318	110040	79765
2319	110053	79693
2320	110081	79632
2321	110179	79621
2322	110217	79567
2323	110271	79524
2324	110319	79477
2325	110352	79419
2326	110395	79368
2327	110444	79322
2328	110512	79289
2329	110545	79231
2330	110572	79170
2331	110590	79101
2332	110628	79047
2333	110667	78994
2334	110686	78926
2335	110708	78860
2336	110732	78797
2337	110812	78772
2338	110856	78723
2339	110927	78692
2340	110954	78630
2341	110976	78564
2342	110995	78497
2343	111020	78434
2344	111043	78369
2345	111060	78300
2346	111082	78235
2347	111105	78171
2348	111138	78113
2349	111172	78057
2350	111218	78009
2351	111239	77943
2352	111269	77883
2353	111323	77841
2354	111337	77770
2355	111371	77714
2356	111415	77664
2357	111436	77598
2358	111463	77537
2359	111509	77489
2360	111591	77466
2361	111671	77442
2362	111730	77402
2363	111771	77351
2364	111804	77293
2365	111826	77229
2366	111865	77176
2367	111947	77153
2368	111983	77098
2369	112025	77047
2370	112062	76992
2371	112091	76932
2372	112105	76862
2373	112119	76792
2374	112133	76722
2375	112145	76651
2376	112227	76627
2377	112245	76560
2378	112301	76519
2379	112349	76473
2380	112400	76428
2381	112435	76373
2382	112454	76306
2383	112482	76246
2384	112563	76222
2385	112594	76164
2386	112708	76161
2387	112777	76129
2388	112809	76071
2389	112832	76008
2390	112858	75946
2391	112876	75880
2392	112902	75818
2393	112937	75763
2394	112954	75696
2395	112976	75631
2396	113077	75620
2397	113109	75563
2398	113152	75513
2399	113208	75472
2400	113236	75412
2401	113249	75342
2402	113293	75293
2403	113329	75239
2404	113390	75200
2405	113434	75151
2406	113484	75106
2407	113532	75059
2408	113571	75007
2409	113641	74975
2410	113686	74926
2411	113739	74883
2412	113792	74839
2413	113811	74774
2414	113846	74719
2415	113859	74649
2416	113870	74579
2417	113878	74506
2418	113914	74452
2419	113974	74413
2420	113989	74344
2421	114039	74299
2422	114078	74247
2423	114103	74186
2424	114141	74133
2425	114167	74072
2426	114178	74001
2427	114264	73980
2428	114340	73952
2429	114364	73889
2430	114429	73854
2431	114485	73813
2432	114509	73751
2433	114567	73711
2434	114616	73664
2435	114676	73626
2436	114707	73569
2437	114731	73507
2438	114766	73452
2439	114826	73413
2440	114859	73357
2441	114929	73324
2442	114959	73267
2443	114972	73198
2444	114986	73130
2445	115031	73082
2446	115085	73039
2447	115177	73021
2448	115224	72973
2449	115236	72904
2450	115254	72839
2451	115272	72773
2452	115335	72736
2453	115371	72683
2454	115417	72635
2455	115469	72591
2456	115514	72542
2457	115564	72498
2458	115587	72435
2459	115609	72373
2460	115620	72303
2461	115638	72238
2462	115670	72182
2463	115713	72133
2464	115734	72069
2465	115783	72024
2466	115834	71979
2467	115880	71932
2468	115919	71880
2469	115983	71844
2470	116027	71795
2471	116070	71745
2472	116111	71695
2473	116163	71651
2474	116192	71593
2475	116223	71536
2476	116334	71529
2477	116388	71486
2478	116415	71427
2479	116452	71373
2480	116530	71346
2481	116577	71299
2482	116606	71241
2483	116646	71190
2484	116686	71138
2485	116748	71100
2486	116776	71042
2487	116819	70993
2488	116869	70947
2489	116947	70920
2490	116982	70865
2491	117025	70816
2492	117079	70773
2493	117106	70714
2494	117135	70656
2495	117179	70607
2496	117190	70539
2497	117206	70473
2498	117246	70422
2499	117271	70363
2500	117300	70304
2501	117354	70262
2502	117376	70200
2503	117412	70147
2504	117453	70096
2505	117481	70039
2506	117519	69986
2507	117543	69926
2508	117567	69865
2509	117578	69797
2510	117681	69783
2511	117705	69723
2512	117743	69671
2513	117755	69604
2514	117790	69550
2515	117850	69511
2516	117877	69452
2517	117912	69398
2518	117954	69349
2519	118041	69326
2520	118091	69281
2521	118118	69222
2522	118159	69172
2523	118212	69128
2524	118263	69084
2525	118311	69038
2526	118345	68983
2527	118407	68946
2528	118433	68887
2529	118460	68828
2530	118579	68823
2531	118605	68764
2532	118653	68718
2533	118689	68665
2534	118709	68603
2535	118729	68540
2536	118767	68488
2537	118787	68426
2538	118825	68375
2539	118850	68315
2540	118862	68248
2541	118877	68184
2542	118895	68120
2543	118936	68070
2544	118973	68018
2545	119033	67978
2546	119075	67929
2547	119091	67865
2548	119132	67815
2549	119180	67769
2550	119225	67721
2551	119250	67662
2552	119275	67603
2553	119294	67541
2554	119336	67491
2555	119383	67445
2556	119420	67392
2557	119448	67335
2558	119498	67290
2559	119546	67244
2560	119600	67202
2561	119630	67146
2562	119680	67101
2563	119731	67057
2564	119815	67031
2565	119847	66976
2566	119879	66921
2567	119900	66860
2568	119980	66832
2569	120006	66774
2570	120020	66709
2571	120060	66658
2572	120096	66606
2573	120169	66573
2574	120190	66513
2575	120225	66460
2576	120267	66410
2577	120347	66382
2578	120386	66331
2579	120416	66275
2580	120491	66244
2581	120543	66200
2582	120568	66142
2583	120582	66077
2584	120608	66019
2585	120654	65972
2586	120689	65919
2587	120737	65873
2588	120780	65825
2589	120822	65776
2590	120912	65752
2591	120946	65699
2592	120962	65636
2593	120977	65572
2594	120997	65511
2595	121024	65454
2596	121061	65402
2597	121081	65341
2598	121100	65279
2599	121136	65227
2600	121162	65169
2601	121196	65116
2602	121229	65062
2603	121259	65007
2604	121288	64951
2605	121302	64887
2606	121332	64831
2607	121360	64775
2608	121375	64711
2609	121387	64647
2610	121429	64598
2611	121464	64545
2612	121507	64497
2613	121546	64446
2614	121588	64397
2615	121607	64336
2616	121630	64277
2617	121644	64214
2618	121662	64152
2619	121679	64090
2620	121707	64034
2621	121765	63994
2622	121777	63929
2623	121805	63873
2624	121824	63813
2625	121843	63751
2626	121866	63693
2627	121905	63642
2628	121927	63584
2629	121975	63538
2630	122024	63493
2631	122062	63442
2632	122100	63392
2633	122121	63332
2634	122175	63289
2635	122205	63235
2636	122251	63188
2637	122301	63144
2638	122334	63090
2639	122347	63027
2640	122376	62972
2641	122414	62921
2642	122518	62905
2643	122554	62853
2644	122578	62795
2645	122606	62739
2646	122670	62702
2647	122695	62645
2648	122728	62592
2649	122772	62544
2650	122815	62496
2651	122853	62446
2652	122918	62408
2653	122955	62358
2654	122971	62296
2655	123008	62245
2656	123051	62197
2657	123078	62141
2658	123096	62080
2659	123151	62038
2660	123185	61986
2661	123219	61933
2662	123242	61875
2663	123327	61849
2664	123365	61798
2665	123409	61751
2666	123486	61720
2667	123515	61664
2668	123547	61611
2669	123587	61562
2670	123644	61521
2671	123692	61476
2672	123710	61415
2673	123727	61354
2674	123761	61302
2675	123808	61256
2676	123841	61203
2677	123905	61166
2678	123954	61121
2679	123986	61067
2680	124040	61025
2681	124100	60986
2682	124148	60940
2683	124195	60894
2684	124245	60850
2685	124293	60804
2686	124332	60754
2687	124344	60691
2688	124354	60628
2689	124405	60583
2690	124437	60530
2691	124476	60480
2692	124530	60438
2693	124563	60386
2694	124617	60343
2695	124656	60293
2696	124684	60238
2697	124728	60191
2698	124748	60132
2699	124763	60071
2700	124807	60024
2701	124863	59982
2702	124921	59941
2703	124946	59885
2704	125007	59846
2705	125070	59808
2706	125138	59772
2707	125186	59727
2708	125233	59681
2709	125270	59630
2710	125298	59575
2711	125339	59526
2712	125384	59480
2713	125399	59419
2714	125432	59366
2715	125463	59313
2716	125501	59263
2717	125546	59216
2718	125601	59174
2719	125640	59125
2720	125678	59074
2721	125733	59033
2722	125771	58982
2723	125824	58939
2724	125865	58891
2725	125921	58849
2726	125975	58807
2727	126009	58755
2728	126052	58707
2729	126111	58667
2730	126126	58606
2731	126143	58546
2732	126192	58502
2733	126249	58460
2734	126290	58412
2735	126337	58366
2736	126353	58306
2737	126368	58245
2738	126389	58188
2739	126416	58133
2740	126443	58078
2741	126482	58028
2742	126495	57967
2743	126518	57910
2744	126559	57862
2745	126599	57813
2746	126683	57784
2747	126703	57726
2748	126722	57668
2749	126742	57610
2750	126768	57554
2751	126810	57507
2752	126923	57491
2753	126983	57451
2754	127034	57407
2755	127117	57378
2756	127190	57344
2757	127211	57286
2758	127257	57240
2759	127318	57200
2760	127388	57165
2761	127404	57106
2762	127450	57059
2763	127471	57002
2764	127533	56963
2765	127596	56924
2766	127617	56867
2767	127636	56809
2768	127719	56779
2769	127751	56727
2770	127783	56674
2771	127796	56614
2772	127808	56552
2773	127830	56496
2774	127854	56440
2775	127892	56390
2776	127943	56346
2777	127997	56304
2778	128018	56247
2779	128035	56188
2780	128045	56126
2781	128068	56070
2782	128190	56057
2783	128244	56014
2784	128299	55972
2785	128339	55923
2786	128369	55870
2787	128420	55827
2788	128466	55780
2789	128529	55742
2790	128564	55691
2791	128612	55646
2792	128652	55597
2793	128708	55555
2794	128753	55509
2795	128786	55457
2796	128846	55417
2797	128894	55371
2798	128949	55330
2799	128984	55279
2800	129017	55227
2801	129067	55182
2802	129106	55133
2803	129154	55088
2804	129192	55039
2805	129229	54989
2806	129279	54944
2807	129321	54897
2808	129375	54854
2809	129395	54797
2810	129416	54740
2811	129461	54694
2812	129543	54663
2813	129584	54615
2814	129610	54560
2815	129646	54510
2816	129671	54455
2817	129697	54401
2818	129732	54350
2819	129781	54305
2820	129826	54259
2821	129879	54216
2822	129930	54172
2823	129999	54135
2824	130023	54080
2825	130049	54026
2826	130089	53977
2827	130177	53949
2828	130245	53912
2829	130290	53865
2830	130326	53815
2831	130363	53765
2832	130410	53719
2833	130456	53674
2834	130509	53630
2835	130530	53574
2836	130586	53532
2837	130607	53476
2838	130621	53417
2839	130638	53359
2840	130653	53300
2841	130670	53243
2842	130698	53189
2843	130744	53143
2844	130756	53084
2845	130802	53038
2846	130840	52988
2847	130890	52944
2848	130941	52900
2849	130975	52849
2850	131022	52804
2851	131094	52768
2852	131128	52718
2853	131137	52657
2854	131160	52601
2855	131189	52549
2856	131210	52493
2857	131229	52436
2858	131266	52387
2859	131325	52346
2860	131360	52296
2861	131395	52246
2862	131437	52198
2863	131449	52138
2864	131472	52084
2865	131516	52037
2866	131549	51986
2867	131575	51932
2868	131600	51878
2869	131626	51824
2870	131691	51786
2871	131731	51738
2872	131765	51687
2873	131793	51635
2874	131810	51577
2875	131823	51519
2876	131837	51461
2877	131885	51416
2878	131941	51374
2879	131982	51326
2880	132029	51280
2881	132045	51223
2882	132056	51164
2883	132073	51107
2884	132119	51061
2885	132160	51014
2886	132204	50967
2887	132237	50916
2888	132273	50867
2889	132322	50822
2890	132370	50778
2891	132434	50739
2892	132471	50689
2893	132521	50645
2894	132571	50601
2895	132619	50556
2896	132644	50502
2897	132677	50452
2898	132725	50407
2899	132769	50360
2900	132781	50302
2901	132809	50249
2902	132868	50208
2903	132919	50165
2904	132995	50130
2905	133016	50075
2906	133027	50016
2907	133056	49964
2908	133100	49918
2909	133143	49871
2910	133161	49815
2911	133190	49763
2912	133269	49730
2913	133318	49685
2914	133365	49640
2915	133411	49594
2916	133424	49536
2917	133463	49488
2918	133502	49440
2919	133549	49395
2920	133565	49338
2921	133588	49284
2922	133635	49238
2923	133659	49185
2924	133729	49148
2925	133789	49107
2926	133859	49071
2927	133918	49030
2928	133963	48984
2929	133981	48928
2930	134031	48884
2931	134098	48846
2932	134148	48802
2933	134211	48762
2934	134229	48706
2935	134240	48648
2936	134258	48592
2937	134275	48536
2938	134291	48480
2939	134306	48423
2940	134321	48366
2941	134336	48309
2942	134352	48253
2943	134369	48197
2944	134387	48142
2945	134403	48085
2946	134452	48041
2947	134468	47985
2948	134513	47939
2949	134567	47896
2950	134633	47858
2951	134653	47803
2952	134704	47760
2953	134724	47705
2954	134782	47664
2955	134820	47616
2956	134890	47578
2957	134939	47534
2958	134974	47485
2959	135022	47440
2960	135065	47393
2961	135118	47350
2962	135176	47309
2963	135218	47262
2964	135285	47224
2965	135355	47187
2966	135434	47153
2967	135483	47108
2968	135546	47069
2969	135575	47017
2970	135637	46977
2971	135691	46934
2972	135748	46893
2973	135800	46849
2974	135906	46825
2975	135927	46770
2976	135954	46718
2977	135982	46667
2978	136040	46625
2979	136098	46583
2980	136112	46527
2981	136136	46474
2982	136170	46424
2983	136196	46372
2984	136249	46329
2985	136286	46280
2986	136319	46230
2987	136348	46179
2988	136372	46126
2989	136390	46071
2990	136411	46017
2991	136441	45966
2992	136464	45913
2993	136504	45866
2994	136515	45809
2995	136524	45751
2996	136543	45696
2997	136560	45641
2998	136588	45590
2999	136610	45536
3000	136681	45499
3001	136717	45451
3002	136743	45398
3003	136765	45345
3004	136800	45296
3005	136877	45261
3006	136906	45210
3007	136988	45176
3008	137017	45126
3009	137035	45071
3010	137054	45017
3011	137079	44965
3012	137117	44917
3013	137188	44879
3014	137268	44845
3015	137309	44798
3016	137327	44744
3017	137368	44697
3018	137394	44645
3019	137435	44598
3020	137454	44544
3021	137528	44508
3022	137563	44458
3023	137627	44419
3024	137661	44370
3025	137727	44331
3026	137764	44283
3027	137807	44236
3028	137838	44186
3029	137864	44134
3030	137915	44091
3031	137966	44047
3032	138015	44003
3033	138052	43954
3034	138090	43907
3035	138123	43857
3036	138182	43816
3037	138246	43776
3038	138278	43726
3039	138290	43670
3040	138319	43620
3041	138369	43576
3042	138438	43537
3043	138464	43486
3044	138516	43442
3045	138553	43394
3046	138598	43348
3047	138630	43299
3048	138680	43255
3049	138745	43215
3050	138788	43169
3051	138833	43123
3052	138884	43080
3053	138907	43027
3054	138925	42973
3055	138944	42920
3056	138957	42864
3057	138970	42809
3058	138988	42755
3059	139007	42701
3060	139033	42650
3061	139056	42597
3062	139069	42542
3063	139077	42485
3064	139088	42429
3065	139111	42377
3066	139156	42332
3067	139190	42283
3068	139231	42236
3069	139264	42187
3070	139304	42140
3071	139358	42097
3072	139434	42061
3073	139492	42020
3074	139515	41967
3075	139544	41917
3076	139610	41878
3077	139623	41823
3078	139650	41772
3079	139665	41718
3080	139694	41668
3081	139777	41633
3082	139816	41586
3083	139833	41532
3084	139871	41485
3085	139907	41437
3086	139977	41399
3087	140026	41354
3088	140084	41313
3089	140108	41261
3090	140143	41213
3091	140207	41173
3092	140227	41120
3093	140258	41071
3094	140297	41024
3095	140313	40970
3096	140330	40916
3097	140434	40888
3098	140465	40838
3099	140505	40791
3100	140606	40762
3101	140626	40710
3102	140677	40666
3103	140710	40617
3104	140728	40564
3105	140769	40517
3106	140802	40468
3107	140839	40420
3108	140867	40370
3109	140879	40315
3110	140968	40283
3111	141000	40234
3112	141032	40184
3113	141070	40137
3114	141117	40092
3115	141149	40043
3116	141223	40006
3117	141260	39958
3118	141276	39905
3119	141307	39855
3120	141340	39807
3121	141379	39760
3122	141406	39709
3123	141447	39663
3124	141489	39617
3125	141526	39569
3126	141558	39520
3127	141604	39475
3128	141649	39430
3129	141692	39384
3130	141729	39336
3131	141786	39294
3132	141848	39253
3133	141866	39201
3134	141886	39149
3135	141926	39102
3136	141968	39056
3137	141993	39005
3138	142072	38969
3139	142088	38915
3140	142114	38865
3141	142159	38820
3142	142230	38781
3143	142279	38737
3144	142384	38708
3145	142443	38667
3146	142500	38625
3147	142525	38574
3148	142583	38532
3149	142631	38487
3150	142681	38443
3151	142712	38394
3152	142769	38352
3153	142822	38309
3154	142882	38267
3155	142908	38217
3156	143011	38187
3157	143072	38146
3158	143092	38094
3159	143113	38042
3160	143133	37990
3161	143160	37940
3162	143207	37895
3163	143255	37851
3164	143305	37807
3165	143317	37753
3166	143355	37706
3167	143417	37665
3168	143455	37618
3169	143490	37569
3170	143552	37529
3171	143600	37484
3172	143659	37442
3173	143685	37392
3174	143749	37352
3175	143798	37307
3176	143822	37257
3177	143874	37213
3178	143923	37169
3179	143964	37122
3180	144005	37076
3181	144051	37031
3182	144107	36988
3183	144152	36943
3184	144196	36897
3185	144220	36847
3186	144294	36809
3187	144320	36759
3188	144345	36708
3189	144363	36656
3190	144401	36609
3191	144431	36560
3192	144498	36520
3193	144528	36471
3194	144569	36425
3195	144624	36382
3196	144667	36336
3197	144718	36292
3198	144750	36244
3199	144815	36203
3200	144852	36156
3201	144901	36112
3202	144948	36067
3203	145001	36024
3204	145032	35975
3205	145064	35926
3206	145110	35881
3207	145170	35840
3208	145209	35793
3209	145289	35756
3210	145338	35712
3211	145399	35670
3212	145482	35634
3213	145498	35582
3214	145525	35532
3215	145550	35482
3216	145598	35437
3217	145636	35390
3218	145660	35340
3219	145677	35288
3220	145690	35235
3221	145709	35183
3222	145721	35130
3223	145746	35080
3224	145784	35033
3225	145846	34992
3226	145898	34948
3227	145961	34907
3228	146016	34864
3229	146062	34819
3230	146136	34781
3231	146209	34742
3232	146264	34700
3233	146309	34654
3234	146340	34606
3235	146394	34562
3236	146417	34512
3237	146457	34465
3238	146492	34418
3239	146547	34375
3240	146571	34325
3241	146628	34282
3242	146701	34243
3243	146765	34203
3244	146828	34161
3245	146876	34117
3246	146920	34071
3247	146969	34027
3248	147140	34011
3249	147176	33963
3250	147227	33919
3251	147250	33869
